source,target,rol,capa_u,capa_v,trafico_mbps_original,capacidad_mbps_original,capacidad_mbps_modelo,fuente_capacidad,trafico_mbps_modelo,trafico_imputado,w_saltos,w_latencia,w_carga
CP-POSGRADO-D2,POS-0A-A131,principal,agregacion,acceso,9.31,,1000.0,estimada_1G_acceso_agregacion,9.31,False,1.0,2.0,0.00931
POS-2C-A33,POS-2C-A133,principal,acceso,acceso,8.38,,1000.0,estimada_1G_acceso,8.38,False,1.0,2.0,0.00838
CP-ENFERMERIA-D1,ENF-2B-A22,principal,agregacion,acceso,48.66,,1000.0,estimada_1G_acceso_agregacion,48.66,False,1.0,2.0,0.048659999999999995
CP-ENFERMERIA-D1,ENF-3A-A21,principal,agregacion,acceso,21.09,,1000.0,estimada_1G_acceso_agregacion,21.09,False,1.0,2.0,0.02109
ENF-2B-A22,ENF-2B-A122,principal,acceso,acceso,51.99,,1000.0,estimada_1G_acceso,51.99,False,1.0,2.0,0.05199
INTERNET-MPLS,ROUTER-CAMPUS-HUAYNA-CAPAC,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
INTERNET-MPLS,ROUTER-CAMPUS-YANUNCAY,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
ROUTER-CAMPUS-HUAYNA-CAPAC,ROUTER-CAMPUS-PARAISO,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
INTERNET-MPLS,PE1-BALZAY,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
INTERNET-MPLS,PE2-BALZAY,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
INTERNET-MPLS,PE1-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
INTERNET-MPLS,PE2-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
ROUTER-CAMPUS-YANUNCAY,PE1-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
ROUTER-CAMPUS-PARAISO,PE2-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE1-BALZAY,PE2-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE2-BALZAY,PE1-CENTRAL,wan,wan,wan,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE1-BALZAY,PE2-BALZAY,wan,wan,wan,,,10000.0,estimada_10G_WAN_interconexion,164.8,True,1.0,1.1,0.01648
PE1-CENTRAL,PE2-CENTRAL,wan,wan,wan,,,10000.0,estimada_10G_WAN_interconexion,164.8,True,1.0,1.1,0.01648
PE1-BALZAY,FORTIGATE-1800F-BALZAY,wan,wan,interconexion,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE2-BALZAY,FORTIGATE-1800F-BALZAY,wan,wan,interconexion,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE1-CENTRAL,FORTIGATE-1800F-CENTRAL,wan,wan,interconexion,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE2-CENTRAL,FORTIGATE-1800F-CENTRAL,wan,wan,interconexion,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
FORTIGATE-1800F-BALZAY,DT-0A-C12,wan,interconexion,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
FORTIGATE-1800F-BALZAY,DT-0A-C13,wan,interconexion,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
FORTIGATE-1800F-CENTRAL,DATCC-2A-C2,wan,interconexion,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
FORTIGATE-1800F-CENTRAL,DATCC-2A-C3,wan,interconexion,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
PE2-BALZAY,DT-0A-C13,wan,wan,core,,20000.0,20000.0,explicita,329.6,True,1.0,1.05,0.01648
PE2-CENTRAL,DATCC-2A-C3,wan,wan,core,,20000.0,20000.0,explicita,329.6,True,1.0,1.05,0.01648
FORTIGATE-1800F-BALZAY,FORTIGATE-1800F-CENTRAL,wan,interconexion,interconexion,,1000.0,1000.0,explicita,16.48,True,1.0,2.0,0.01648
DT-0A-C12,ROUTER-L2TP-BALZAY,wan,core,wan,,1000.0,1000.0,explicita,16.48,True,1.0,2.0,0.01648
DT-0A-C13,ROUTER-L2TP-BALZAY,wan,core,wan,,1000.0,1000.0,explicita,16.48,True,1.0,2.0,0.01648
ROUTER-L2TP-BALZAY,ROUTER-CAMPUS-MUSEO,wan,wan,wan,,1000.0,1000.0,explicita,16.48,True,1.0,2.0,0.01648
ROUTER-L2TP-BALZAY,ROUTER-CAMPUS-CENTRO-HISTORICO,wan,wan,wan,,1000.0,1000.0,explicita,16.48,True,1.0,2.0,0.01648
ROUTER-CAMPUS-MUSEO,SW-ARUBA-MUSEO,wan,wan,acceso,,,10000.0,estimada_10G_WAN_interconexion,164.8,True,1.0,1.1,0.01648
SW-ARUBA-MUSEO,DATCC-2A-C2,wan,acceso,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
ROUTER-CAMPUS-CENTRO-HISTORICO,SW-ARUBA-CENTRO-HISTORICO,wan,wan,acceso,,,10000.0,estimada_10G_WAN_interconexion,164.8,True,1.0,1.1,0.01648
SW-ARUBA-CENTRO-HISTORICO,DATCC-2A-C3,wan,acceso,core,,10000.0,10000.0,explicita,164.8,True,1.0,1.1,0.01648
